30	American Bullfrog	bullfrog, Rana catesbeiana,	Animal	Amphibian
29	Axolotl	axolotl, mud puppy, Ambystoma mexicanum,	Animal	Amphibian
37	Box Turtle	box turtle, box tortoise,	Animal	Amphibian
25	Fire Salamander	European fire salamander, Salamandra salamandra,	Animal	Amphibian
34	Leatherback Sea Turtle	leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea,	Animal	Amphibian
33	Loggerhead Sea Turtle	loggerhead, loggerhead turtle, Caretta caretta,	Animal	Amphibian
35	Mud Turtle	mud turtle,	Animal	Amphibian
27	Newt	eft,	Animal	Amphibian
26	Smooth Newt	common newt, Triturus vulgaris,	Animal	Amphibian
28	Spotted Salamander	spotted salamander, Ambystoma maculatum,	Animal	Amphibian
32	Tailed Frog	tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui,	Animal	Amphibian
36	Terrapin	terrapin,	Animal	Amphibian
31	Tree Frog	tree frog, tree-frog,	Animal	Amphibian
73	Barn Spider	barn spider, Araneus cavaticus,	Animal	Arthopod
79	Centipede	centipede,	Animal	Arthopod
74	European Garden Spider	garden spider, Aranea diademata,	Animal	Arthopod
70	Harvestman	harvestman, daddy longlegs, Phalangium opilio,	Animal	Arthopod
71	Scorpion	scorpion,	Animal	Arthopod
75	Southern Black Widow	black widow, Latrodectus mactans,	Animal	Arthopod
76	Tarantula	tarantula,	Animal	Arthopod
78	Tick	tick,	Animal	Arthopod
69	Trilobite	trilobite,	Animal	Arthopod
77	Wolf Spider	wolf spider, hunting spider,	Animal	Arthopod
72	Yellow Garden Spider	black and gold garden spider, Argiope aurantia,	Animal	Arthopod
146	Albatross	albatross, mollymawk,	Animal	Bird
137	American Coot	American coot, marsh hen, mud hen, water hen, Fulica americana,	Animal	Bird
20	American Dipper	water ouzel, dipper,	Animal	Bird
15	American Robin	robin, American robin, Turdus migratorius,	Animal	Bird
22	Bald Eagle	bald eagle, American eagle, Haliaeetus leucocephalus,	Animal	Bird
92	Bee Eater	bee eater,	Animal	Bird
133	Bittern	bittern,	Animal	Bird
80	Black Grouse	black grouse,	Animal	Bird
128	Black Stork	black stork, Ciconia nigra,	Animal	Bird
100	Black Swan	black swan, Cygnus atratus,	Animal	Bird
10	Brambling	brambling, Fringilla montifringilla,	Animal	Bird
16	Bulbul	bulbul,	Animal	Bird
138	Bustard	bustard,	Animal	Bird
19	Chickadee	chickadee,	Animal	Bird
7	Cock	cock,	Animal	Bird
136	Common Gallinule	European gallinule, Porphyrio porphyrio,	Animal	Bird
141	Common Redshank	redshank, Tringa totanus,	Animal	Bird
91	Coucal	coucal,	Animal	Bird
134	Crane	crane,	Animal	Bird
142	Dowitcher	dowitcher,	Animal	Bird
97	Duck	drake,	Animal	Bird
140	Dunlin	red-backed sandpiper, dunlin, Erolia alpina,	Animal	Bird
130	Flamingo	flamingo,	Animal	Bird
11	Goldfinch	goldfinch, Carduelis carduelis,	Animal	Bird
99	Goose	goose,	Animal	Bird
132	Great Egret	American egret, great white heron, Egretta albus,	Animal	Bird
24	Great Grey Owl	great grey owl, great gray owl, Strix nebulosa,	Animal	Bird
87	Grey Parrot	African grey, African gray, Psittacus erithacus,	Animal	Bird
8	Hen	hen,	Animal	Bird
93	Hornbill	hornbill,	Animal	Bird
12	House Finch	house finch, linnet, Carpodacus mexicanus,	Animal	Bird
94	Hummingbird	hummingbird,	Animal	Bird
14	Indigo Bunting	indigo bunting, indigo finch, indigo bird, Passerina cyanea,	Animal	Bird
95	Jacamar	jacamar,	Animal	Bird
17	Jay	jay,	Animal	Bird
13	Junco	junco, snowbird,	Animal	Bird
145	King Penguin	king penguin, Aptenodytes patagonica,	Animal	Bird
21	Kite	kite,	Animal	Bird
135	Limpkin	limpkin, Aramus pictus,	Animal	Bird
131	Little Blue Heron	little blue heron, Egretta caerulea,	Animal	Bird
90	Lorikeet	lorikeet,	Animal	Bird
88	Macaw	macaw,	Animal	Bird
18	Magpie	magpie,	Animal	Bird
9	Ostrich	ostrich, Struthio camelus,	Animal	Bird
143	Oystercatcher	oystercatcher, oyster catcher,	Animal	Bird
86	Partridge	partridge,	Animal	Bird
84	Peacock	peacock,	Animal	Bird
144	Pelican	pelican,	Animal	Bird
83	Prairie Grouse	prairie chicken, prairie grouse, prairie fowl,	Animal	Bird
81	Ptarmigan	ptarmigan,	Animal	Bird
85	Quail	quail,	Animal	Bird
98	Red-breasted Merganser	red-breasted merganser, Mergus serrator,	Animal	Bird
139	Ruddy Turnstone	ruddy turnstone, Arenaria interpres,	Animal	Bird
82	Ruffed Grouse	ruffed grouse, partridge, Bonasa umbellus,	Animal	Bird
129	Spoonbill	spoonbill,	Animal	Bird
89	Sulphur-crested Cockatoo	sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita,	Animal	Bird
96	Toucan	toucan,	Animal	Bird
23	Vulture	vulture,	Animal	Bird
127	White Stork	white stork, Ciconia ciconia,	Animal	Bird
122	American Lobster	American lobster, Northern lobster, Maine lobster, Homarus americanus,	Animal	Crustacean
124	Crayfish	crayfish, crawfish, crawdad, crawdaddy,	Animal	Crustacean
118	Dungeness Crab	Dungeness crab, Cancer magister,	Animal	Crustacean
120	Fiddler Crab	fiddler crab,	Animal	Crustacean
125	Hermit Crab	hermit crab,	Animal	Crustacean
126	Isopod	isopod,	Animal	Crustacean
121	Red King Crab	king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica,	Animal	Crustacean
119	Rock Crab	rock crab, Cancer irroratus,	Animal	Crustacean
123	Spiny Lobster	spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish,	Animal	Crustacean
393	Clownfish	anemone fish,	Animal	Fish
391	Coho Salmon	coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch,	Animal	Fish
390	Eel	eel,	Animal	Fish
5	Electric Ray	electric ray, crampfish, numbfish, torpedo,	Animal	Fish
395	Garfish	gar, garfish, garpike, billfish, Lepisosteus osseus,	Animal	Fish
1	Goldfish	goldfish, Carassius auratus,	Animal	Fish
2	Great White Shark	great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias,	Animal	Fish
4	Hammerhead Shark	hammerhead, hammerhead shark,	Animal	Fish
396	Lionfish	lionfish,	Animal	Fish
397	Pufferfish	puffer, pufferfish, blowfish, globefish,	Animal	Fish
392	Rock Beauty	rock beauty, Holocanthus tricolor,	Animal	Fish
389	Snoek	barracouta, snoek,	Animal	Fish
6	Stingray	stingray,	Animal	Fish
394	Sturgeon	sturgeon,	Animal	Fish
0	Tench	tench, Tinca tinca,	Animal	Fish
3	Tiger Shark	tiger shark, Galeocerdo cuvieri,	Animal	Fish
310	Ant	ant, emmet, pismire,	Animal	Insect
309	Bee	bee,	Animal	Insect
316	Cicada	cicada, cicala,	Animal	Insect
314	Cockroach	cockroach, roach,	Animal	Insect
312	Cricket	cricket,	Animal	Insect
320	Damselfly	damselfly,	Animal	Insect
319	Dragonfly	dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk,	Animal	Insect
305	Dung Beetle	dung beetle,	Animal	Insect
308	Fly	fly,	Animal	Insect
326	Gossamer-winged Butterfly	lycaenid, lycaenid butterfly,	Animal	Insect
311	Grasshopper	grasshopper, hopper,	Animal	Insect
302	Ground Beetle	ground beetle, carabid beetle,	Animal	Insect
318	Lacewing	lacewing, lacewing fly,	Animal	Insect
301	Ladybug	ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle,	Animal	Insect
304	Leaf Beetle	leaf beetle, chrysomelid,	Animal	Insect
317	Leafhopper	leafhopper,	Animal	Insect
303	Longhorn Beetle	long-horned beetle, longicorn, longicorn beetle,	Animal	Insect
315	Mantis	mantis, mantid,	Animal	Insect
323	Monarch Butterfly	monarch, monarch butterfly, milkweed butterfly, Danaus plexippus,	Animal	Insect
321	Red Admiral	admiral,	Animal	Insect
306	Rhinoceros Beetle	rhinoceros beetle,	Animal	Insect
322	Ringlet	ringlet, ringlet butterfly,	Animal	Insect
324	Small White	cabbage butterfly,	Animal	Insect
313	Stick Insect	walking stick, walkingstick, stick insect,	Animal	Insect
325	Sulphur Butterfly	sulphur butterfly, sulfur butterfly,	Animal	Insect
300	Tiger Beetle	tiger beetle,	Animal	Insect
307	Weevil	weevil,	Animal	Insect
109	Brain Coral	brain coral,	Animal	Invertebrate
110	Flatworm	flatworm, platyhelminth,	Animal	Invertebrate
107	Jellyfish	jellyfish,	Animal	Invertebrate
111	Nematode	nematode, nematode worm, roundworm,	Animal	Invertebrate
108	Sea Anemone	sea anemone, anemone,	Animal	Invertebrate
252	Affenpinscher	affenpinscher, monkey pinscher, monkey dog,	Animal	Mammal
160	Afghan Hound	Afghan hound, Afghan,	Animal	Mammal
386	African Bush Elephant	African elephant, Loxodonta africana,	Animal	Mammal
275	African Wild Dog	African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus,	Animal	Mammal
191	Airedale Terrier	Airedale, Airedale terrier,	Animal	Mammal
249	Alaskan Malamute	malamute, malemute, Alaskan malamute,	Animal	Mammal
270	Alaskan Tundra Wolf	white wolf, Arctic wolf, Canis lupus tundrarum,	Animal	Mammal
350	Alpine Ibex	ibex, Capra ibex,	Animal	Mammal
295	American Black Bear	American black bear, black bear, Ursus americanus, Euarctos americanus,	Animal	Mammal
180	American Staffordshire Terrier	American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier,	Animal	Mammal
332	Angora Rabbit	Angora, Angora rabbit,	Animal	Mammal
240	Appenzeller Sennenhund	Appenzeller,	Animal	Mammal
279	Arctic Fox	Arctic fox, white fox, Alopex lagopus,	Animal	Mammal
363	Armadillo	armadillo,	Animal	Mammal
385	Asian Elephant	Indian elephant, Elephas maximus,	Animal	Mammal
227	Australian Kelpie	kelpie,	Animal	Mammal
201	Australian Silky Terrier	silky terrier, Sydney silky,	Animal	Mammal
193	Australian Terrier	Australian terrier,	Animal	Mammal
372	Baboon	baboon,	Animal	Mammal
362	Badger	badger,	Animal	Mammal
253	Basenji	basenji,	Animal	Mammal
161	Basset Hound	basset, basset hound,	Animal	Mammal
162	Beagle	beagle,	Animal	Mammal
337	Beaver	beaver,	Animal	Mammal
181	Bedlington Terrier	Bedlington terrier,	Animal	Mammal
239	Bernese Mountain Dog	Bernese mountain dog,	Animal	Mammal
349	Bighorn Sheep	bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis,	Animal	Mammal
347	Bison	bison,	Animal	Mammal
165	Black And Tan Coonhound	black-and-tan coonhound,	Animal	Mammal
375	Black-and-white Colobus	colobus, colobus monkey,	Animal	Mammal
359	Black-footed Ferret	black-footed ferret, ferret, Mustela nigripes,	Animal	Mammal
163	Bloodhound	bloodhound, sleuthhound,	Animal	Mammal
164	Bluetick Coonhound	bluetick,	Animal	Mammal
232	Border Collie	Border collie,	Animal	Mammal
182	Border Terrier	Border terrier,	Animal	Mammal
169	Borzoi	borzoi, Russian wolfhound,	Animal	Mammal
195	Boston Terrier	Boston bull, Boston terrier,	Animal	Mammal
233	Bouvier Des Flandres	Bouvier des Flandres, Bouviers des Flandres,	Animal	Mammal
242	Boxer	boxer,	Animal	Mammal
226	Briard	briard,	Animal	Mammal
215	Brittany	Brittany spaniel,	Animal	Mammal
294	Brown Bear	brown bear, bruin, Ursus arctos,	Animal	Mammal
243	Bullmastiff	bull mastiff,	Animal	Mammal
192	Cairn Terrier	cairn, cairn terrier,	Animal	Mammal
264	Cardigan Welsh Corgi	Cardigan, Cardigan Welsh corgi,	Animal	Mammal
293	Cheetah	cheetah, chetah, Acinonyx jubatus,	Animal	Mammal
209	Chesapeake Bay Retriever	Chesapeake Bay retriever,	Animal	Mammal
151	Chihuahua	Chihuahua,	Animal	Mammal
367	Chimpanzee	chimpanzee, chimp, Pan troglodytes,	Animal	Mammal
260	Chow Chow	chow, chow chow,	Animal	Mammal
216	Clumber Spaniel	clumber, clumber spaniel,	Animal	Mammal
219	Cocker Spaniels	cocker spaniel, English cocker spaniel, cocker,	Animal	Mammal
231	Collie	collie,	Animal	Mammal
339	Common Sorrel	sorrel,	Animal	Mammal
382	Common Squirrel Monkey	squirrel monkey, Saimiri sciureus,	Animal	Mammal
330	Cottontail Rabbit	wood rabbit, cottontail, cottontail rabbit,	Animal	Mammal
286	Cougar	cougar, puma, catamount, mountain lion, painter, panther, Felis concolor,	Animal	Mammal
272	Coyote	coyote, prairie wolf, brush wolf, Canis latrans,	Animal	Mammal
206	Curly-coated Retriever	curly-coated retriever,	Animal	Mammal
251	Dalmatian	dalmatian, coach dog, carriage dog,	Animal	Mammal
194	Dandie Dinmont Terrier	Dandie Dinmont, Dandie Dinmont terrier,	Animal	Mammal
274	Dhole	dhole, Cuon alpinus,	Animal	Mammal
273	Dingo	dingo, warrigal, warragal, Canis dingo,	Animal	Mammal
236	Dobermann	Doberman, Doberman pinscher,	Animal	Mammal
354	Dromedary	Arabian camel, dromedary, Camelus dromedarius,	Animal	Mammal
149	Dugong	dugong, Dugong dugon,	Animal	Mammal
102	Echidna	echidna, spiny anteater, anteater,	Animal	Mammal
285	Egyptian Mau	Egyptian cat,	Animal	Mammal
167	English Foxhound	English foxhound,	Animal	Mammal
212	English Setter	English setter,	Animal	Mammal
217	English Springer Spaniel	English springer, English springer spaniel,	Animal	Mammal
241	Entlebucher Sennenhund	EntleBucher,	Animal	Mammal
358	European Polecat	polecat, fitch, foulmart, foumart, Mustela putorius,	Animal	Mammal
205	Flat-Coated Retriever	flat-coated retriever,	Animal	Mammal
335	Fox Squirrel	fox squirrel, eastern fox squirrel, Sciurus niger,	Animal	Mammal
245	French Bulldog	French bulldog,	Animal	Mammal
353	Gazelle	gazelle,	Animal	Mammal
381	Geoffroy's Spider Monkey	spider monkey, Ateles geoffroyi,	Animal	Mammal
235	German Shepherd Dog	German shepherd, German shepherd dog, German police dog, alsatian,	Animal	Mammal
210	German Shorthaired Pointer	German short-haired pointer,	Animal	Mammal
388	Giant Panda	giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca,	Animal	Mammal
197	Giant Schnauzer	giant schnauzer,	Animal	Mammal
368	Gibbon	gibbon, Hylobates lar,	Animal	Mammal
207	Golden Retriever	golden retriever,	Animal	Mammal
214	Gordon Setter	Gordon setter,	Animal	Mammal
366	Gorilla	gorilla, Gorilla gorilla,	Animal	Mammal
246	Great Dane	Great Dane,	Animal	Mammal
238	Greater Swiss Mountain Dog	Greater Swiss Mountain dog,	Animal	Mammal
280	Grey Fox	grey fox, gray fox, Urocyon cinereoargenteus,	Animal	Mammal
147	Grey Whale	grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus,	Animal	Mammal
269	Grey Wolf	timber wolf, grey wolf, gray wolf, Canis lupus,	Animal	Mammal
262	Griffon Bruxellois	Brabancon griffon,	Animal	Mammal
224	Groenendael	groenendael,	Animal	Mammal
370	Guenon	guenon, guenon monkey,	Animal	Mammal
338	Guinea Pig	guinea pig, Cavia cobaya,	Animal	Mammal
333	Hamster	hamster,	Animal	Mammal
331	Hare	hare,	Animal	Mammal
351	Hartebeest	hartebeest,	Animal	Mammal
344	Hippopotamus	hippopotamus, hippo, river horse, Hippopotamus amphibius,	Animal	Mammal
379	Howler Monkey	howler monkey, howler,	Animal	Mammal
248	Husky	Eskimo dog, husky,	Animal	Mammal
276	Hyena	hyena, hyaena,	Animal	Mammal
173	Ibizan Hound	Ibizan hound, Ibizan Podenco,	Animal	Mammal
352	Impala	impala, Aepyceros melampus,	Animal	Mammal
384	Indri	indri, indris, Indri indri, Indri brevicaudatus,	Animal	Mammal
213	Irish Setter	Irish setter, red setter,	Animal	Mammal
184	Irish Terrier	Irish terrier,	Animal	Mammal
221	Irish Water Spaniel	Irish water spaniel,	Animal	Mammal
170	Irish Wolfhound	Irish wolfhound,	Animal	Mammal
171	Italian Greyhound	Italian greyhound,	Animal	Mammal
290	Jaguar	jaguar, panther, Panthera onca, Felis onca,	Animal	Mammal
152	Japanese Chin	Japanese spaniel,	Animal	Mammal
261	Keeshond	keeshond,	Animal	Mammal
183	Kerry Blue Terrier	Kerry blue terrier,	Animal	Mammal
148	Killer Whale	killer whale, killer, orca, grampus, sea wolf, Orcinus orca,	Animal	Mammal
156	King Charles Spaniel	Blenheim spaniel,	Animal	Mammal
278	Kit Fox	kit fox, Vulpes macrotis,	Animal	Mammal
105	Koala	koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus,	Animal	Mammal
228	Komondor	komondor,	Animal	Mammal
222	Kuvasz	kuvasz,	Animal	Mammal
208	Labrador Retriever	Labrador retriever,	Animal	Mammal
189	Lakeland Terrier	Lakeland terrier,	Animal	Mammal
374	Langur	langur,	Animal	Mammal
255	Leonberger	Leonberg,	Animal	Mammal
288	Leopard	leopard, Panthera pardus,	Animal	Mammal
204	Lhasa Apso	Lhasa, Lhasa apso,	Animal	Mammal
291	Lion	lion, king of beasts, Panthera leo,	Animal	Mammal
355	Llama	llama,	Animal	Mammal
287	Lynx	lynx, catamount,	Animal	Mammal
373	Macaque	macaque,	Animal	Mammal
225	Malinois	malinois,	Animal	Mammal
153	Maltese	Maltese dog, Maltese terrier, Maltese,	Animal	Mammal
377	Marmoset	marmoset,	Animal	Mammal
336	Marmot	marmot,	Animal	Mammal
299	Meerkat	meerkat, mierkat,	Animal	Mammal
268	Mexican Hairless Dog	Mexican hairless,	Animal	Mammal
237	Miniature Pinscher	miniature pinscher,	Animal	Mammal
266	Miniature Poodle	miniature poodle,	Animal	Mammal
196	Miniature Schnauzer	miniature schnauzer,	Animal	Mammal
357	Mink	mink,	Animal	Mammal
298	Mongoose	mongoose,	Animal	Mammal
256	Newfoundland	Newfoundland, Newfoundland dog,	Animal	Mammal
185	Norfolk Terrier	Norfolk terrier,	Animal	Mammal
174	Norwegian Elkhound	Norwegian elkhound, elkhound,	Animal	Mammal
186	Norwich Terrier	Norwich terrier,	Animal	Mammal
229	Old English Sheepdog	Old English sheepdog, bobtail,	Animal	Mammal
365	Orangutan	orangutan, orang, orangutang, Pongo pygmaeus,	Animal	Mammal
360	Otter	otter,	Animal	Mammal
175	Otterhound	otterhound, otter hound,	Animal	Mammal
345	Ox	ox,	Animal	Mammal
157	Papillon	papillon,	Animal	Mammal
371	Patas Monkey	patas, hussar monkey, Erythrocebus patas,	Animal	Mammal
154	Pekingese	Pekinese, Pekingese, Peke,	Animal	Mammal
263	Pembroke Welsh Corgi	Pembroke, Pembroke Welsh corgi,	Animal	Mammal
283	Persian Cat	Persian cat,	Animal	Mammal
341	Pig	hog, pig, grunter, squealer, Sus scrofa,	Animal	Mammal
103	Platypus	platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus,	Animal	Mammal
296	Polar Bear	ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus,	Animal	Mammal
259	Pomeranian	Pomeranian,	Animal	Mammal
334	Porcupine	porcupine, hedgehog,	Animal	Mammal
376	Proboscis Monkey	proboscis monkey, Nasalis larvatus,	Animal	Mammal
254	Pug	pug, pug-dog,	Animal	Mammal
257	Pyrenean Mountain Dog	Great Pyrenees,	Animal	Mammal
348	Ram	ram, tup,	Animal	Mammal
277	Red Fox	red fox, Vulpes vulpes,	Animal	Mammal
387	Red Panda	lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens,	Animal	Mammal
271	Red Wolf	red wolf, maned wolf, Canis rufus, Canis niger,	Animal	Mammal
168	Redbone Coonhound	redbone,	Animal	Mammal
159	Rhodesian Ridgeback	Rhodesian ridgeback,	Animal	Mammal
383	Ring-tailed Lemur	Madagascar cat, ring-tailed lemur, Lemur catta,	Animal	Mammal
234	Rottweiler	Rottweiler,	Animal	Mammal
176	Saluki	Saluki, gazelle hound,	Animal	Mammal
258	Samoyed	Samoyed, Samoyede,	Animal	Mammal
223	Schipperke	schipperke,	Animal	Mammal
177	Scottish Deerhound	Scottish deerhound, deerhound,	Animal	Mammal
199	Scottish Terrier	Scotch terrier, Scottish terrier, Scottie,	Animal	Mammal
150	Sea Lion	sea lion,	Animal	Mammal
190	Sealyham Terrier	Sealyham terrier, Sealyham,	Animal	Mammal
230	Shetland Sheepdog	Shetland sheepdog, Shetland sheep dog, Shetland,	Animal	Mammal
155	Shih Tzu	Shih-Tzu,	Animal	Mammal
369	Siamang	siamang, Hylobates syndactylus, Symphalangus syndactylus,	Animal	Mammal
284	Siamese Cat	Siamese cat, Siamese,	Animal	Mammal
250	Siberian Husky	Siberian husky,	Animal	Mammal
361	Skunk	skunk, polecat, wood pussy,	Animal	Mammal
297	Sloth Bear	sloth bear, Melursus ursinus, Ursus ursinus,	Animal	Mammal
289	Snow Leopard	snow leopard, ounce, Panthera uncia,	Animal	Mammal
202	Soft-coated Wheaten Terrier	soft-coated wheaten terrier,	Animal	Mammal
247	St. Bernard	Saint Bernard, St Bernard,	Animal	Mammal
179	Staffordshire Bull Terrier	Staffordshire bullterrier, Staffordshire bull terrier,	Animal	Mammal
267	Standard Poodle	standard poodle,	Animal	Mammal
198	Standard Schnauzer	standard schnauzer,	Animal	Mammal
220	Sussex Spaniel	Sussex spaniel,	Animal	Mammal
